Image Names	Problem_colors	Contrasts	Labels	Distance	Conclusion
elife-05413-fig2-v2	FALSE				Definitely okay
elife-05413-fig8-v2	FALSE				Definitely okay
elife-05422-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-05434-fig2-v1	TRUE	NA	NA	Y	Definitely okay
elife-05438-fig1-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-05457-fig4-v1	TRUE	Y	Y	Y	Definitely okay
elife-05457-fig5-v1	TRUE	Y	N	Y	Definitely okay
elife-05457-fig8-v1	TRUE	Y	Y	Y	Definitely okay
elife-05462-fig5-v2	TRUE	Y	Y	Y	Definitely okay
elife-05464-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-05502-fig3-v1	FALSE				Definitely okay
elife-05503-fig6-v2.jpg	FALSE	N	Y	Y	Probably okay
elife-05505-fig7-v2	FALSE				Definitely okay
elife-05521-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-05534-fig7-v2	FALSE				Definitely okay
elife-05544-fig2-v2	FALSE				Definitely okay
elife-05560-fig9-v2	TRUE	Y	N	Y	Definitely okay
elife-05604-fig3-v1	TRUE	NA	NA	Y	Definitely okay
elife-05606-fig6-v1	TRUE	Y	N	Y	Definitely okay
elife-05607-fig1-v2	FALSE				Gray-scale
elife-05660-fig2-v2	FALSE				Definitely okay
elife-05660-fig4-v2	FALSE				Gray-scale
elife-05682-fig4-v1	FALSE				Definitely okay
elife-05697-fig1-v3	TRUE	Y	N	N	Probably problematic
elife-05745-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-05767-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-05793-fig2-v1	FALSE				Definitely okay
elife-05842-fig4-v2	FALSE				Definitely okay
elife-05842-fig7-v2	FALSE				Gray-scale
elife-05899-fig2-v2	TRUE	Y	N	Y	Definitely okay
elife-05958-fig7-v1	TRUE	Y	N	N	Probably okay
elife-05981-fig3-v2	FALSE				Definitely okay
elife-05981-fig7-v2	FALSE				Definitely okay
elife-06029-fig1-v2.jpg	FALSE				Definitely okay
elife-06029-fig9-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-06056-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-06068-fig4-v1	TRUE	N	N	N	Definitely problematic
elife-06074-fig6-v2	TRUE	Y	N	Y	Definitely okay
elife-06088-fig7-v1	TRUE	Y	N	N	Definitely okay
elife-06104-fig6-v1	TRUE	N	N	N	Definitely problematic
elife-06114-fig3-v1.jpg	TRUE	Y	N	Y	Definitely okay
elife-06120-fig7-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-06156-fig2-v2	TRUE	N	Y	N	Probably problematic
elife-06166-fig2-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-06179-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-06184-fig3-v1	FALSE				Definitely okay
elife-06195-fig8-v2	TRUE	Y	Y	Y	Definitely okay
elife-06203-fig7-v1	TRUE	Y	N	N	Definitely okay
elife-06229-fig4-v2.jpg	FALSE				Definitely okay
elife-06249-fig4-v1.jpg	TRUE	Y	Y	N	Probably okay
elife-06250-fig5-v4	FALSE				Definitely okay
elife-06262-fig5-v2	TRUE	Y	N	N	Probably problematic
elife-06265-fig4-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-06283-fig7-v2	TRUE	Y	Y	Y	Definitely okay
elife-06322-fig1-v1.jpg	TRUE	Y	Y	N	Definitely okay
elife-06322-fig5-v1.jpg	TRUE	Y	Y	N	Probably okay
elife-06346-fig3-v2	FALSE				Definitely okay
elife-06346-fig7-v2	FALSE				Definitely okay
elife-06358-fig12-v2	TRUE	Y	Y	Y	Definitely okay
elife-06359-fig5-v1	FALSE				Definitely okay
elife-06359-fig6-v1.jpg	TRUE	N	Y	Y	Probably okay
elife-06376-fig4-v2	FALSE				Definitely okay
elife-06397-fig4-v3	TRUE	Y	N	N	Definitely okay
elife-06444-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-06462-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-06462-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-06467-fig6-v3	TRUE	N	N	N	Definitely problematic
elife-06474-fig8-v1	TRUE	Y	N	N	Definitely okay
elife-06489-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-06489-fig5-v1	TRUE	N	N	N	Definitely problematic
elife-06498-fig3-v3.jpg	FALSE				Definitely okay
elife-06500-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-06500-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-06505-fig10-v2	FALSE				Gray-scale
elife-06505-fig5-v2.jpg	FALSE				Gray-scale
elife-06505-fig8-v2	FALSE				Definitely okay
elife-06516-fig2-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-06516-fig3-v3	TRUE	Y	N	Y	Definitely okay
elife-06516-fig7-v2	TRUE	NA	NA	Y	Definitely okay
elife-06541-fig10-v1	TRUE	N	N	Y	Definitely okay
elife-06541-fig3-v1	FALSE				Definitely okay
elife-06545-fig3-v2	FALSE				Definitely okay
elife-06545-fig8-v2.jpg	FALSE				Definitely okay
elife-06554-fig1-v1	TRUE	Y	Y	Y	Definitely okay
elife-06554-fig9-v1	TRUE	N	N	N	Definitely problematic
elife-06567-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-06576-fig2-v1	TRUE	Y	N	Y	Definitely okay
elife-06602-fig2-v2.jpg	FALSE				Gray-scale
elife-06619-fig6-v1	TRUE	Y	Y	N	Definitely okay
elife-06670-fig1-v2	FALSE				Definitely okay
elife-06671-fig5-v2	FALSE				Definitely okay
elife-06683-fig9-v2	FALSE				Gray-scale
elife-06694-fig16-v1	FALSE				Definitely okay
elife-06734-fig5-v2	FALSE				Definitely okay
elife-06744-fig5-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-06807-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-06807-fig5-v1.jpg	TRUE	N	Y	N	Definitely problematic
elife-06807-fig6-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-06808-fig7-v2	TRUE	Y	N	Y	Definitely okay
elife-06821-fig2-v3	TRUE	Y	Y	Y	Definitely okay
elife-06914-fig7-v2	TRUE	Y	N	Y	Definitely okay
elife-06925-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-06925-fig5-v2	TRUE	Y	Y	Y	Definitely okay
elife-06930-fig4-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-06967-fig1-v2	TRUE	Y	N	Y	Definitely okay
elife-07025-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-07025-fig2-v2.jpg	FALSE				Definitely okay
elife-07051-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-07068-fig3-v1	TRUE	N	N	N	Definitely problematic
elife-07068-fig4-v1	TRUE	Y	Y	Y	Definitely okay
elife-07091-fig4-v1	TRUE	N	N	N	Definitely problematic
elife-07101-fig4-v1	TRUE	Y	N	N	Probably okay
elife-07122-fig3-v1	TRUE	Y	N	N	Definitely okay
elife-07141-fig3-v1	TRUE	Y	N	N	Probably okay
elife-07141-fig6-v1	FALSE				Definitely okay
elife-07166-fig5-v2	FALSE				Gray-scale
elife-07186-fig5-v2	FALSE				Definitely okay
elife-07187-fig3-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-07187-fig4-v2	TRUE	Y	N	Y	Definitely okay
elife-07192-fig7-v1.jpg	TRUE	Y	NA	N	Probably okay
elife-07224-fig6-v1	TRUE	N	NA	N	Probably problematic
elife-07242-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-07266-fig4-v1.jpg	FALSE				Definitely okay
elife-07277-fig6-v1	FALSE				Definitely okay
elife-07295-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-07295-fig2-v2	FALSE				Definitely okay
elife-07343-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-07389-fig1-v2	FALSE				Definitely okay
elife-07398-fig1-v3.jpg	FALSE				Definitely okay
elife-07404-fig1-v1	FALSE				Definitely okay
elife-07405-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-07410-fig2-v2	FALSE				Definitely okay
elife-07423-fig17-v3	TRUE	NA	NA	Y	Definitely okay
elife-07433-fig4-v2	TRUE	Y	N	N	Probably okay
elife-07454-fig2-v4	FALSE				Gray-scale
elife-07454-fig5-v4	FALSE				Definitely okay
elife-07485-fig1-v3.jpg	TRUE	N	N	N	Probably problematic
elife-07486-fig8-v2	FALSE				Definitely okay
elife-07596-fig4-v3.jpg	TRUE	Y	N	N	Probably okay
elife-07616-fig2-v1	FALSE				Definitely okay
elife-07635-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-07635-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-07635-fig7-v2	TRUE	Y	N	N	Definitely okay
elife-07736-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-07759-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-07777-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-07777-fig4-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-07811-fig2-v1	FALSE				Definitely okay
elife-07811-fig3-v1	TRUE	Y	Y	N	Definitely okay
elife-07830-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-07830-fig8-v2	FALSE				Definitely okay
elife-07834-fig1-v1	TRUE	Y	NA	N	Probably okay
elife-07836-fig7-v3.jpg	TRUE	Y	Y	Y	Definitely okay
elife-07861-fig1-v2	TRUE	Y	N	Y	Definitely okay
elife-07861-fig7-v2	FALSE				Definitely okay
elife-07864-fig5-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-07871-fig2-v1.jpg	FALSE				Gray-scale
elife-07897-fig6-v1	TRUE	N	N	N	Definitely problematic
elife-07918-fig6-v1.jpg	FALSE				Definitely okay
elife-07919-fig8-v2	TRUE	Y	N	N	Probably okay
elife-07938-fig7-v2	TRUE	Y	N	N	Definitely okay
elife-07939-fig9-v2	TRUE	Y	N	N	Definitely okay
elife-07966-fig1-v2	TRUE	Y	NA	Y	Definitely okay
elife-07966-fig4-v2	TRUE	Y	N	Y	Definitely okay
elife-07966-fig6-v2.jpg	TRUE	Y	N	N	Probably okay
elife-07969-fig1-v2	FALSE				Definitely okay
elife-07969-fig2-v2	FALSE				Definitely okay
elife-07969-fig3-v2.jpg	FALSE				Definitely okay
elife-08007-fig4-v2.jpg	TRUE	N	Y	N	Probably problematic
elife-08088-fig2-v2.jpg	FALSE				Gray-scale
elife-08088-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-08127-fig6-v1.jpg	TRUE	Y	Y	N	Definitely okay
elife-08133-fig5-v1	FALSE				Gray-scale
elife-08142-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-08150-fig3-v1	FALSE				Gray-scale
elife-08150-fig4-v1	FALSE				Definitely okay
elife-08153-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-08160-fig4-v2	TRUE	NA	NA	Y	Definitely okay
elife-08174-fig3-v1	TRUE	N	N	N	Definitely problematic
elife-08193-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-08261-fig1-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-08261-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-08287-fig8-v2	TRUE	N	N	N	Definitely problematic
elife-08314-fig5-v3	TRUE	N	N	N	Definitely problematic
elife-08351-fig5-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-08362-fig1-v2.jpg	FALSE				Definitely okay
elife-08363-fig7-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-08378-fig1-v2	FALSE				Definitely okay
elife-08378-fig4-v2	TRUE	Y	N	Y	Definitely okay
elife-08384-fig3-v2	FALSE				Definitely okay
elife-08407-fig10-v1	FALSE				Definitely okay
elife-08413-fig1-v1	TRUE	Y	N	N	Probably okay
elife-08413-fig4-v1	TRUE	Y	Y	Y	Definitely okay
elife-08413-fig6-v1	TRUE	Y	Y	Y	Definitely okay
elife-08413-fig8-v1	TRUE	N	N	N	Definitely problematic
elife-08417-fig5-v2	FALSE				Definitely okay
elife-08422-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-08422-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-08428-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-08440-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-08445-fig3-v1	TRUE	Y	Y	N	Definitely okay
elife-08467-fig3-v1	TRUE	N	Y	N	Probably problematic
elife-08493-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-08494-fig2-v1	TRUE	Y	Y	N	Definitely okay
elife-08504-fig3-v2	TRUE	Y	N	N	Probably okay
elife-08595-fig2-v2	TRUE	Y	N	Y	Definitely okay
elife-08646-fig4-v2	TRUE	Y	N	Y	Definitely okay
elife-08647-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-08647-fig6-v2	TRUE	Y	Y	Y	Definitely okay
elife-08648-fig1-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-08648-fig3-v2	FALSE				Definitely okay
elife-08649-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-08666-fig1-v2	TRUE	Y	N	Y	Definitely okay
elife-08666-fig4-v2.jpg	TRUE	Y	Y	N	Probably okay
elife-08687-fig4-v2	FALSE				Definitely okay
elife-08688-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-08688-fig9-v2	TRUE	Y	N	N	Definitely okay
elife-08733-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-08752-fig7-v1.jpg	FALSE				Gray-scale
elife-08758-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-08817-fig7-v2	TRUE	N	N	N	Definitely problematic
elife-08827-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-08827-fig8-v2	TRUE	Y	NA	N	Definitely okay
elife-08890-fig7-v2	TRUE	Y	N	Y	Definitely okay
elife-08898-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-08904-fig6-v2	TRUE	Y	Y	N	Definitely okay
elife-08905-fig6-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-08918-fig9-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-08928-fig5-v1.jpg	FALSE				Gray-scale
elife-08932-fig3-v3.jpg	TRUE	Y	Y	N	Definitely okay
elife-08941-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-08961-fig3-v1	FALSE				Definitely okay
elife-08969-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-08996-fig10-v2	TRUE	Y	N	Y	Definitely okay
elife-08996-fig8-v2	TRUE	Y	N	Y	Definitely okay
elife-09017-fig4-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-09017-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-09031-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-09031-fig6-v2	TRUE	NA	NA	Y	Definitely okay
elife-09083-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-09100-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-09102-fig5-v2	TRUE	NA	NA	Y	Definitely okay
elife-09115-fig4-v2	FALSE				Definitely okay
elife-09148-fig8-v1	TRUE	Y	N	N	Probably okay
elife-09158-fig3-v1	FALSE				Gray-scale
elife-09181-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-09183-fig1-v1	FALSE				Definitely okay
elife-09206-fig4-v1	TRUE	Y	NA	N	Definitely okay
elife-09214-fig2-v2	FALSE				Definitely okay
elife-09214-fig6-v2.jpg	FALSE				Definitely okay
elife-09224-fig1-v3	TRUE	Y	Y	Y	Definitely okay
elife-09266-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-09266-fig7-v2	TRUE	Y	N	N	Probably okay
elife-09268-fig1-v3	TRUE	NA	NA	Y	Definitely okay
elife-09268-fig2-v3.jpg	FALSE				Definitely okay
elife-09269-fig3-v1	TRUE	NA	NA	Y	Definitely okay
elife-09269-fig4-v1.jpg	TRUE	Y	N	N	Probably okay
elife-09275-fig1-v2.jpg	TRUE	Y	N	N	Probably okay
elife-09343-fig7-v2	FALSE				Definitely okay
elife-09347-fig1-v1	TRUE	Y	Y	N	Definitely okay
elife-09373-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-09376-fig2-v1.jpg	TRUE	Y	Y	N	Definitely okay
elife-09376-fig4-v1.jpg	TRUE	Y	Y	N	Definitely okay
elife-09391-fig5-v2.jpg	FALSE				Definitely okay
elife-09394-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-09419-fig1-v2	TRUE	N	Y	N	Definitely problematic
elife-09431-fig2-v2	TRUE	Y	N	Y	Definitely okay
elife-09531-fig7-v1	TRUE	Y	Y	Y	Definitely okay
elife-09540-fig2-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-09560-fig19-v1	FALSE				Definitely okay
elife-09561-fig2-v1.jpg	TRUE	Y	Y	N	Probably okay
elife-09561-fig5-v1	FALSE				Gray-scale
elife-09561-fig6-v1.jpg	FALSE				Gray-scale
elife-09579-fig1-v2	TRUE	N	N	Y	Probably problematic
elife-09580-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-09580-fig10-v2	TRUE	Y	N	N	Definitely okay
elife-09584-fig7-v1.jpg	FALSE				Definitely okay
elife-09584-fig9-v1	TRUE	N	N	N	Definitely problematic
elife-09600-fig5-v2	FALSE				Definitely okay
elife-09623-fig3-v2	FALSE				Definitely okay
elife-09638-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-09648-fig6-v1	FALSE				Definitely okay
elife-09656-fig5-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-09672-fig1-v3	TRUE	Y	Y	N	Definitely okay
elife-09672-fig5-v2.jpg	TRUE	Y	N	N	Probably okay
elife-09672-fig7-v2	TRUE	Y	Y	Y	Definitely okay
elife-09696-fig8-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-09771-fig3-v3	TRUE	Y	N	N	Definitely okay
elife-09771-fig4-v3	TRUE	Y	N	Y	Definitely okay
elife-09861-fig3-v3	TRUE	Y	Y	N	Definitely okay
elife-09906-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-09906-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-09906-fig8-v2	FALSE				Definitely okay
elife-09946-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-09946-fig2-v3	TRUE	N	N	N	Definitely problematic
elife-09946-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-10013-fig2-v1	TRUE	Y	N	Y	Definitely okay
elife-10027-fig5-v3	TRUE	N	N	N	Definitely problematic
elife-10031-fig1-v2	FALSE				Definitely okay
elife-10031-fig4-v2	FALSE				Definitely okay
elife-10032-fig6-v2	FALSE				Definitely okay
elife-10032-fig7-v2	TRUE	Y	N	Y	Definitely okay
elife-10036-fig8-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-10042-fig1-v2	FALSE				Definitely okay
elife-10047-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-10056-fig4-v2.jpg	TRUE	Y	N	Y	Probably okay
elife-10067-fig2-v2	FALSE				Definitely okay
elife-10072-fig1-v2.jpg	FALSE				Gray-scale
elife-10094-fig10-v2	TRUE	Y	N	N	Probably okay
elife-10094-fig4-v2	FALSE				Definitely okay
elife-10110-fig2-v2.jpg	TRUE	N	Y	Y	Definitely okay
elife-10110-fig3-v1	TRUE	NA	NA	Y	Definitely okay
elife-10111-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-10130-fig4-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-10134-fig7-v1	TRUE	Y	N	Y	Definitely okay
elife-10140-fig2-v3	TRUE	NA	NA	Y	Definitely okay
elife-10150-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-10180-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-10230-fig6-v2	TRUE	Y	N	N	Probably okay
elife-10230-fig8-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-10365-fig4-v3	TRUE	Y	Y	N	Definitely okay
elife-10421-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-10473-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-10473-fig2-v1	TRUE	Y	N	N	Definitely okay
elife-10473-fig7-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-10501-fig7-v2	FALSE				Definitely okay
elife-10509-fig3-v1	FALSE				Definitely okay
elife-10514-fig3-v2	FALSE				Gray-scale
elife-10557-fig6-v1	TRUE	Y	N	N	Definitely okay
elife-10561-fig4-v1	TRUE	N	N	N	Definitely problematic
elife-10592-fig5-v3	FALSE				Definitely okay
elife-10606-fig2-v3	TRUE	Y	N	N	Definitely okay
elife-10607-fig7-v4.jpg	TRUE	Y	Y	N	Definitely okay
elife-10647-fig2-v3	FALSE				Definitely okay
elife-10647-fig3-v3	TRUE	Y	N	N	Definitely okay
elife-10766-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-10769-fig2-v1.jpg	TRUE	N	Y	Y	Probably okay
elife-10774-fig2-v4.jpg	TRUE	Y	N	Y	Probably okay
elife-10774-fig3-v3	TRUE	Y	N	Y	Definitely okay
elife-10785-fig1-v1	TRUE	Y	N	Y	Definitely okay
elife-10809-fig4-v2.jpg	TRUE	Y	N	N	Probably problematic
elife-10820-fig5-v1	TRUE	Y	N	N	Probably problematic
elife-10837-fig4-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-10856-fig5-v2	FALSE				Definitely okay
elife-10856-fig8-v3.jpg	TRUE	Y	Y	Y	Definitely okay
elife-10870-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-10907-fig4-v1.jpg	FALSE				Definitely okay
elife-10955-fig1-v3	FALSE				Definitely okay
elife-10989-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-10989-fig8-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-11031-fig2-v1	TRUE	Y	Y	Y	Definitely okay
elife-11050-fig1-v1.jpg	FALSE				Definitely okay
elife-11058-fig5-v3	FALSE				Definitely okay
elife-11102-fig6-v2	FALSE				Definitely okay
elife-11147-fig7-v2	TRUE	Y	Y	N	Definitely okay
elife-11154-fig4-v1	FALSE				Definitely okay
elife-11181-fig5-v1	TRUE	NA	NA	Y	Definitely okay
elife-11182-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-11188-fig1-v3	TRUE	NA	NA	Y	Definitely okay
elife-11189-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-11205-fig6-v2	FALSE				Definitely okay
elife-11273-fig2-v1	TRUE	Y	N	N	Definitely okay
elife-11282-fig2-v2	TRUE	Y	N	N	Probably okay
elife-11282-fig3-v2	TRUE	Y	N	N	Probably okay
elife-11285-fig1-v1	FALSE				Definitely okay
elife-11288-fig7-v2	TRUE	Y	N	Y	Definitely okay
elife-11297-fig2-v3	TRUE	Y	N	N	Definitely okay
elife-11305-fig1-v1	TRUE	N	N	N	Definitely problematic
elife-11315-fig2-v2	FALSE				Definitely okay
elife-11324-fig4-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-11324-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-11346-fig3-v2	FALSE				Definitely okay
elife-11389-fig7-v3	FALSE				Definitely okay
elife-11405-fig10-v1	TRUE	N	N	N	Definitely problematic
elife-11405-fig12-v1	TRUE	N	N	N	Definitely problematic
elife-11405-fig6-v1	TRUE	N	N	N	Definitely problematic
elife-11416-fig3-v2.jpg	FALSE				Definitely okay
elife-11475-fig6-v2.jpg	FALSE				Definitely okay
elife-11479-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-11571-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-11588-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-11588-fig8-v2	TRUE	NA	NA	Y	Definitely okay
elife-11611-fig5-v2.jpg	TRUE	Y	N	Y	Probably okay
elife-11611-fig8-v2	FALSE				Definitely okay
elife-11614-fig3-v2.jpg	FALSE				Definitely okay
elife-11627-fig4-v1	TRUE	Y	Y	N	Probably okay
elife-11750-fig3-v1.jpg	FALSE				Definitely okay
elife-11752-fig3-v2	FALSE				Definitely okay
elife-11752-fig6-v2	TRUE	Y	N	Y	Definitely okay
elife-11813-fig5-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-11815-fig2-v2	FALSE				Definitely okay
elife-11859-fig6-v2	FALSE				Definitely okay
elife-11862-fig1-v2.jpg	FALSE				Definitely okay
elife-11878-fig3-v1	TRUE	Y	Y	N	Definitely okay
elife-11994-fig4-v2.jpg	FALSE				Definitely okay
elife-11994-fig7-v2	FALSE				Definitely okay
elife-12010-fig9-v2	FALSE				Definitely okay
elife-12024-fig6-v3	FALSE				Definitely okay
elife-12029-fig8-v4	FALSE				Definitely okay
elife-12034-fig3-v1	TRUE	NA	NA	Y	Definitely okay
elife-12039-fig4-v2	TRUE	Y	NA	Y	Definitely okay
elife-12040-fig2-v1	TRUE	Y	N	Y	Definitely okay
elife-12047-fig4-v3	FALSE				Definitely okay
elife-12059-fig12-v1	TRUE	Y	N	N	Definitely okay
elife-12059-fig4-v1	FALSE				Definitely okay
elife-12059-fig6-v3	FALSE				Definitely okay
elife-12059-fig8-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-12059-fig9-v3	TRUE	Y	N	Y	Definitely okay
elife-12081-fig5-v1	FALSE				Definitely okay
elife-12094-fig6-v3	TRUE	Y	Y	Y	Definitely okay
elife-12115-fig2-v1	TRUE	Y	N	Y	Definitely okay
elife-12115-fig3-v1.jpg	FALSE				Definitely okay
elife-12125-fig4-v3	TRUE	Y	N	N	Definitely okay
elife-12151-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-12151-fig7-v2.jpg	TRUE	Y	N	N	Probably problematic
elife-12167-fig4-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-12167-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-12177-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-12188-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-12192-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-12192-fig4-v2	FALSE				Definitely okay
elife-12217-fig1-v2	TRUE	Y	N	N	Probably okay
elife-12217-fig2-v1	FALSE				Definitely okay
elife-12278-fig1-v1	TRUE	Y	N	Y	Definitely okay
elife-12387-fig6-v2.jpg	TRUE	Y	N	Y	Probably okay
elife-12397-fig7-v2.jpg	FALSE				Definitely okay
elife-12435-fig2-v2	FALSE				Definitely okay
elife-12435-fig7-v2	TRUE	Y	Y	N	Definitely okay
elife-12469-fig2-v2.jpg	FALSE				Gray-scale
elife-12548-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-12552-fig7-v2	FALSE				Definitely okay
elife-12559-fig2-v2	FALSE				Definitely okay
elife-12559-fig4-v2	TRUE	Y	N	N	Probably problematic
elife-12577-fig2-v2	FALSE				Definitely okay
elife-12577-fig5-v1.jpg	TRUE	Y	Y	N	Definitely okay
elife-12613-fig4-v1	TRUE	Y	Y	N	Definitely okay
elife-12620-fig5-v1.jpg	FALSE				Definitely okay
elife-12637-fig8-v1.jpg	FALSE				Definitely okay
elife-12748-fig1-v2	TRUE	N	N	Y	Definitely problematic
elife-12748-fig3-v2	TRUE	N	N	Y	Definitely problematic
elife-12785-fig8-v2	TRUE	Y	Y	N	Definitely okay
elife-12792-fig1-v3	FALSE				Gray-scale
elife-12821-fig4-v3.jpg	FALSE				Definitely okay
elife-12856-fig1-v3.jpg	TRUE	Y	Y	Y	Definitely okay
elife-12856-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-12880-fig2-v2	FALSE				Definitely okay
elife-12902-fig3-v3	FALSE				Definitely okay
elife-12917-fig7-v3	TRUE	Y	Y	N	Definitely okay
elife-12977-fig4-v3	FALSE				Definitely okay
